,1,2
Prkar2b,13.31259938,13.31259938
Klf4,13.31259938,13.31259938
Ap1m1,13.31259938,13.31259938
Rab8a,13.31259938,13.31259938
Fam32a,13.31259938,13.31259938
Stard3nl,13.31259938,13.31259938
Stk11,13.31259938,13.31259938
Efna2,9.11203099420367,9.86116491560193
Atp5d,13.31259938,13.31259938
Ppp5c,13.31259938,13.31259938
Pafah1b2,13.31259938,13.31259938
Tbc1d8,13.31259938,13.31259938
Cnot11,13.31259938,13.31259938
Slc2a3,11.4191816900974,11.9366656083026
Foxj2,13.31259938,13.31259938
Sri,13.31259938,13.31259938
Dgcr2,13.31259938,13.31259938
Irf3,13.31259938,13.31259938
Bcl2l12,13.31259938,13.31259938
Zfp959,11.9258822041087,11.637585826631
Mpnd,13.31259938,13.31259938
Sh3gl1,13.31259938,13.31259938
Ebi3,13.31259938,13.31259938
Ranbp2,13.31259938,13.31259938
Grk5,13.31259938,13.31259938
Dvl3,13.31259938,13.31259938
Abcf3,13.31259938,13.31259938
Eif2b5,13.31259938,13.31259938
Cyth2,13.31259938,13.31259938
Car11,11.0365054574264,10.4381482345145
Plag1,8.76549484286341,10.1929475971587
Hck,13.31259938,13.31259938
Mrpl4,13.31259938,13.31259938
Keap1,13.31259938,13.31259938
Glg1,13.31259938,13.31259938
Btbd2,13.31259938,13.31259938
Csnk1g2,13.31259938,13.31259938
Abhd17a,13.31259938,13.31259938
Mob3a,13.31259938,13.31259938
Ddx23,13.31259938,13.31259938
Pld3,13.31259938,13.31259938
Grik5,9.00290352868224,9.48936783074632
Cd79a,13.31259938,13.31259938
Rabac1,13.31259938,13.31259938
Etv3,13.31259938,13.31259938
Prkcsh,13.31259938,13.31259938
St8sia6,13.31259938,13.31259938
Fcgrt,13.31259938,13.31259938
Nosip,13.31259938,13.31259938
Pih1d1,13.31259938,13.31259938
Rps11,12.0554418683259,12.0544992601901
Supt5,13.31259938,13.31259938
Paf1,13.31259938,13.31259938
Timm50,13.31259938,13.31259938
Med29,13.31259938,13.31259938
Bicd1,10.9233393291373,9.16189818887655
Ncstn,13.31259938,13.31259938
Pex19,13.31259938,13.31259938
Inmt,13.31259938,13.31259938
Cyp4f18,13.31259938,13.31259938
Impdh1,13.31259938,13.31259938
Dusp3,13.31259938,13.31259938
Prodh,10.9438460355804,11.574544297143
Dgcr14,11.9805004340773,13.31259938
Slc25a1,13.31259938,13.31259938
Dgcr6,13.31259938,13.31259938
Ier3,13.31259938,13.31259938
Fosb,13.31259938,13.31259938
Klc4,13.31259938,13.31259938
Ercc1,13.31259938,13.31259938
As3mt,13.31259938,13.31259938
Homer3,13.31259938,13.31259938
Crtc1,11.757120984182,11.8338400354755
Rnf215,13.31259938,13.31259938
Sec14l2,9.69448971839977,10.628791602442
Aven,13.31259938,13.31259938
Cp,13.31259938,13.31259938
Crot,13.31259938,13.31259938
Rps6ka1,13.31259938,13.31259938
Snrnp200,13.31259938,13.31259938
Ciao1,13.31259938,13.31259938
Has1,9.71133340224425,8.88059245680731
Insig2,13.31259938,13.31259938
Kpna6,13.31259938,13.31259938
Man1a,13.31259938,13.31259938
Itpkc,13.31259938,13.31259938
Adck4,13.31259938,13.31259938
Brd8,13.31259938,13.31259938
Kif20a,11.287384036917,11.5999632101627
Farsa,13.31259938,13.31259938
Gcdh,13.31259938,13.31259938
Mast2,13.31259938,13.31259938
Dnase2a,13.31259938,13.31259938
Rad23a,13.31259938,13.31259938
Calr,13.31259938,13.31259938
Syce2,13.31259938,13.31259938
Nfat5,13.31259938,13.31259938
Nob1,13.31259938,13.31259938
Nqo1,9.30509699045954,9.54680201869933
Gys1,11.5506764121974,11.7513155277659
Ruvbl2,13.31259938,13.31259938
Bax,13.31259938,13.31259938
Il7r,9.9890171734668,8.95117005138325
Tfam,13.31259938,13.31259938
Zfp81,6.06223710142925,10.6325862707279
Mmd,13.31259938,13.31259938
Fam162a,13.31259938,13.31259938
Rpl8,13.31259938,13.31259938
Ssbp2,13.31259938,13.31259938
Gstm5,13.31259938,13.31259938
Gstm7,6.68598183128079,9.10840221659618
Stat3,13.31259938,13.31259938
Stat5a,13.31259938,13.31259938
Ptrf,13.31259938,13.31259938
Map3k11,13.31259938,13.31259938
Dnaja3,13.31259938,13.31259938
Hmox2,13.31259938,13.31259938
Cdip1,13.31259938,13.31259938
Zak,11.8010573083893,11.6451192674087
Cwc15,13.31259938,13.31259938
Dnmt1,13.31259938,13.31259938
Angptl2,9.73741102391228,9.37623027222278
Cacna1e,13.31259938,13.31259938
Trmt10a,10.9580292447912,11.6779293132037
Kifc2,9.44976744379338,10.0298745307869
Psap,12.2354835157249,12.3516940601417
Ikbkg,13.31259938,13.31259938
Wars2,13.31259938,11.878199681356
Atn1,13.31259938,13.31259938
Phb2,13.31259938,13.31259938
Ptpn6,13.31259938,13.31259938
Eno2,8.05311303175722,11.7875058497114
Emg1,13.31259938,13.31259938
Lpcat3,13.31259938,13.31259938
Clcn5,13.31259938,13.31259938
Clcn3,13.31259938,13.31259938
Hif3a,10.1512317629637,9.93677417315433
Utp20,13.31259938,13.31259938
Spic,13.31259938,13.31259938
Cul3,13.31259938,13.31259938
Large,11.8021808717639,11.6557247488799
Ddx56,13.31259938,13.31259938
Tmed4,13.31259938,13.31259938
Bid,13.31259938,13.31259938
Ralb,13.31259938,13.31259938
Dnajb11,13.31259938,13.31259938
Tbccd1,13.31259938,13.31259938
Zfp324,9.34573274530389,8.93487149610757
Gab2,13.31259938,13.31259938
Coro1c,13.31259938,13.31259938
Tax1bp1,13.31259938,13.31259938
Ctse,10.80950230701,11.5659708186368
Ndrg2,10.7361526785153,8.91423590695066
Mettl17,13.31259938,11.7846665359237
Arhgef40,13.31259938,13.31259938
Pnpla6,13.31259938,13.31259938
Mcoln1,13.31259938,13.31259938
Arhgef18,13.31259938,13.31259938
Pkn2,13.31259938,13.31259938
Cd33,13.31259938,13.31259938
Nkg7,11.5318355994884,13.31259938
Stxbp2,13.31259938,13.31259938
Sgce,13.31259938,13.31259938
Chn2,13.31259938,13.31259938
Wwox,11.8316408640922,11.643866422582
Aqp1,13.31259938,13.31259938
Arid3b,11.4716734134406,11.7028084730699
Cnn2,13.31259938,13.31259938
Polr2e,13.31259938,13.31259938
Myo9b,13.31259938,13.31259938
Hdac9,13.31259938,13.31259938
Ly9,13.31259938,13.31259938
Cd244,10.5876816674906,11.8475094229547
Adgre1,13.31259938,13.31259938
Mtfp1,7.12002637348611,11.092682398059
Rab23,11.5010305867931,11.9238190524469
Rab11a,13.31259938,13.31259938
Eif2b2,13.31259938,13.31259938
Dlst,13.31259938,13.31259938
Ulk2,13.31259938,13.31259938
Ccl24,13.31259938,13.31259938
Dgkq,13.31259938,13.31259938
Grap,13.31259938,13.31259938
Chmp2b,13.31259938,13.31259938
Plod3,13.31259938,13.31259938
Ap1s1,13.31259938,13.31259938
Srpk1,13.31259938,13.31259938
Lbr,13.31259938,13.31259938
Nes,10.9899337823304,13.31259938
Prcc,13.31259938,13.31259938
Rrnad1,13.31259938,13.31259938
Hdgf,13.31259938,13.31259938
Thop1,13.31259938,13.31259938
Apba3,13.31259938,13.31259938
Matk,13.31259938,13.31259938
Pias4,13.31259938,13.31259938
Map2k1,13.31259938,13.31259938
Sgta,13.31259938,13.31259938
Tmem242,13.31259938,13.31259938
Dtx2,13.31259938,13.31259938
Rasa4,13.31259938,13.31259938
Hnrnpa2b1,13.31259938,13.31259938
Ccdc130,13.31259938,13.31259938
Mri1,13.31259938,13.31259938
Prkacb,13.31259938,13.31259938
Sgsh,13.31259938,13.31259938
Chd5,10.2599005231276,8.58404415336086
Cstb,13.31259938,13.31259938
Sh2b2,11.9181301248347,13.31259938
Pex5,13.31259938,13.31259938
Jkamp,13.31259938,13.31259938
Cd44,13.31259938,13.31259938
Slc1a2,10.2615351741857,9.94899925398758
Eif2ak4,13.31259938,11.9341054322641
Wdr1,13.31259938,13.31259938
Slc2a9,13.31259938,13.31259938
Ndrg1,11.1405487299358,11.6606887147117
Man2b1,13.31259938,13.31259938
Wdr83,13.31259938,13.31259938
Polr2a,13.31259938,13.31259938
Senp3,13.31259938,13.31259938
Plekha8,11.6803755228262,11.841510842736
Spc25,13.31259938,11.6102632949765
Dnah2,4.72843894966915,8.25697350696806
Ufd1l,13.31259938,13.31259938
Zfp287,10.9274640555905,10.7278990545163
Letm1,13.31259938,13.31259938
Ubqln1,13.31259938,13.31259938
Txn2,13.31259938,13.31259938
Slc1a3,9.60975787643671,10.4467951720444
Crbn,13.31259938,13.31259938
Msh6,13.31259938,13.31259938
Fbxo11,13.31259938,13.31259938
Mlxipl,11.5426318879077,13.31259938
Tbl2,13.31259938,13.31259938
Wbscr22,13.31259938,13.31259938
Nid1,10.6956138428996,11.040319412299
Mcm5,13.31259938,13.31259938
Hmox1,13.31259938,13.31259938
Mprip,13.31259938,13.31259938
Cic,13.31259938,13.31259938
Pafah1b3,13.31259938,13.31259938
Il27ra,13.31259938,13.31259938
Prkaca,13.31259938,13.31259938
Asf1b,13.31259938,13.31259938
Ddx39,13.31259938,13.31259938
Dnajb1,13.31259938,13.31259938
Msh4,9.17929826547649,9.08274194647614
Usp40,13.31259938,13.31259938
Kbtbd4,13.31259938,11.7129997037979
Por,13.31259938,13.31259938
Igf1r,11.8502278269633,11.7378736500685
Fcer2a,11.1868778003001,13.31259938
Trim28,13.31259938,13.31259938
Ube2m,13.31259938,13.31259938
Adcy9,13.31259938,13.31259938
Mef2c,13.31259938,13.31259938
Ctr9,13.31259938,13.31259938
Eif4g2,13.31259938,13.31259938
Mrvi1,13.31259938,13.31259938
Pcyt1a,13.31259938,13.31259938
Zfp592,13.31259938,13.31259938
Psmd4,13.31259938,13.31259938
Snx6,13.31259938,13.31259938
Mthfd2,13.31259938,13.31259938
Kit,11.3707788257206,11.463884881894
Tomm40l,13.31259938,13.31259938
Cs,13.31259938,13.31259938
Ampd3,13.31259938,13.31259938
Bcas2,13.31259938,13.31259938
Ctcf,13.31259938,13.31259938
Pard6a,11.1730477708946,11.3985300080879
Tfap4,11.5161730062067,11.6223998939937
Ranbp1,13.31259938,13.31259938
Cd247,9.86976430296736,10.4279941986465
Rfx5,13.31259938,13.31259938
Psmb4,13.31259938,13.31259938
Mmp8,10.1173293895557,10.915054328449
Slc30a4,13.31259938,13.31259938
Sqrdl,13.31259938,13.31259938
Bloc1s6,13.31259938,13.31259938
Metap1,13.31259938,13.31259938
Gpr108,13.31259938,13.31259938
Tnfsf14,9.65771997173622,10.7960303122445
Gata6,10.1946598512644,10.0789074890664
Rsl1d1,13.31259938,13.31259938
Apc,13.31259938,13.31259938
Reep5,13.31259938,13.31259938
Ergic3,13.31259938,13.31259938
Uqcc1,13.31259938,13.31259938
Ncoa2,13.31259938,13.31259938
Nr2c2,13.31259938,13.31259938
Nr2c1,13.31259938,13.31259938
Smpd4,13.31259938,13.31259938
Ctns,13.31259938,13.31259938
Shpk,10.8750374703527,11.0066003874614
Tuft1,13.31259938,13.31259938
Rcn1,11.8888153105121,13.31259938
Trap1,13.31259938,13.31259938
X1700037C18Rik,11.803864577855,10.6798076018624
Ankrd13d,13.31259938,13.31259938
Tpr,13.31259938,13.31259938
BC003331,13.31259938,13.31259938
Prg4,13.31259938,13.31259938
Dhx34,13.31259938,13.31259938
Kptn,13.31259938,13.31259938
Napa,13.31259938,13.31259938
Snf8,13.31259938,13.31259938
Tbcb,13.31259938,13.31259938
Inpp5k,13.31259938,13.31259938
Crkl,13.31259938,13.31259938
Eps8l1,13.31259938,13.31259938
Clint1,13.31259938,13.31259938
Cdkal1,13.31259938,13.31259938
Htra1,11.2133019818532,11.6931505133845
Zbtb17,13.31259938,13.31259938
Fblim1,13.31259938,13.31259938
Epor,13.31259938,13.31259938
Ccdc159,7.13437156888176,9.23027369762999
Mob1b,13.31259938,13.31259938
Atp6v1b2,13.31259938,13.31259938
Eps15l1,13.31259938,13.31259938
Tep1,13.31259938,13.31259938
Ttc5,13.31259938,13.31259938
Aamp,13.31259938,13.31259938
Tmbim1,13.31259938,13.31259938
Arpc2,13.31259938,13.31259938
Kmt2b,13.31259938,13.31259938
Tmem147,13.31259938,13.31259938
Tfpt,13.31259938,13.31259938
Susd2,10.2566256540538,9.54411828733619
Ggt5,13.31259938,13.31259938
Crip2,13.31259938,13.31259938
Crip1,12.2618568914023,12.1190380532644
Fbln1,11.3586109834831,10.6724535927203
Pgrmc1,13.31259938,13.31259938
Tek,6.79835321911041,10.6426568595502
Elovl1,13.31259938,13.31259938
Med8,13.31259938,13.31259938
Hyi,13.31259938,13.31259938
Cdc20,13.31259938,10.9077657169989
Pvrl4,11.7034099542091,13.31259938
Pfdn2,13.31259938,13.31259938
Rnf114,13.31259938,13.31259938
Neurl1a,11.5837206485855,11.3378421380472
Srm,13.31259938,13.31259938
Epha2,13.31259938,13.31259938
Rbm14,13.31259938,13.31259938
Zdhhc24,13.31259938,13.31259938
Bbs1,5.23381243222749,8.22381742782919
Ndor1,13.31259938,13.31259938
Nsmf,13.31259938,13.31259938
Pdk1,13.31259938,13.31259938
Mvd,13.31259938,13.31259938
Cyba,13.31259938,13.31259938
Tmem110,13.31259938,13.31259938
Cdt1,11.8712573972104,13.31259938
Aprt,13.31259938,13.31259938
Gtf2h1,13.31259938,13.31259938
Hfe,13.31259938,13.31259938
Abhd1,13.31259938,13.31259938
Slc5a6,13.31259938,13.31259938
Aplp1,11.0017183998253,11.0704734220022
Qrich1,13.31259938,13.31259938
Usp19,13.31259938,13.31259938
Pola1,13.31259938,13.31259938
Cdc42,13.31259938,13.31259938
Pknox1,13.31259938,13.31259938
Acot13,13.31259938,13.31259938
Cdk4,13.31259938,13.31259938
Mettl1,13.31259938,13.31259938
Tspan31,13.31259938,13.31259938
Kif5b,13.31259938,13.31259938
Saal1,11.1235711386659,11.4022395564357
Cnp,13.31259938,13.31259938
Ttc25,10.1912333084593,9.85900703578178
Sulf2,13.31259938,13.31259938
Sod2,13.31259938,13.31259938
Tmco6,11.9346178310595,13.31259938
Stambp,13.31259938,13.31259938
Ezh1,13.31259938,13.31259938
Hap1,7.95953578840077,10.7982843991296
P3h4,9.90156305718025,7.85946525591196
Ctnnb1,13.31259938,13.31259938
Eif1b,13.31259938,13.31259938
Vars,13.31259938,13.31259938
Msh5,11.3790850815157,11.4366508466343
Abhd16a,13.31259938,13.31259938
Neu1,13.31259938,13.31259938
Ddah2,13.31259938,13.31259938
Clic1,13.31259938,13.31259938
Lsm2,13.31259938,13.31259938
Pole,11.6369562606141,11.6991943106049
Atp1a2,10.108273698053,10.2401388641951
Stx1a,6.1495750510323,9.79723752161783
Mrpl49,13.31259938,13.31259938
Dennd2c,13.31259938,13.31259938
Mark3,13.31259938,13.31259938
